,distid_nerds,schoolid_stateassigned,distname_nerds,schoolname_nerds,enroll_raw_TX,pp_stloc_raw_TX,CEID,distname_ed,SiteID,schoolname_ed,distid_ed,CECounty,SiteCounty,SiteISP,school_id
121,163908.0,163908042,MEDINA VALLEY ISD,MEDINA VALLEY MIDDLE,609,8502.876759,804,MEDINA VALLEY ISD,42,MEDINA VALLEY MIDDLE SCHOOL,163908,MEDINA,MEDINA,38.84,163908042
122,163908.0,163908043,MEDINA VALLEY ISD,MEDINA VALLEY LOMA ALTA MIDDLE,692,8052.750453,804,MEDINA VALLEY ISD,43,MEDINA VALLEY LOMA ALTA MIDDLE,163908,MEDINA,MEDINA,,163908043
123,163908.0,163908105,MEDINA VALLEY ISD,POTRANCO EL,692,7127.088603,804,MEDINA VALLEY ISD,105,POTRANCO ELEMENTARY,163908,MEDINA,MEDINA,35.45,163908105
124,163908.0,163908103,MEDINA VALLEY ISD,CASTROVILLE EL,627,7318.072869,804,MEDINA VALLEY ISD,103,CASTROVILLE EL,163908,MEDINA,MEDINA,51.33,163908103
125,163908.0,163908104,MEDINA VALLEY ISD,LACOSTE EL,527,8648.344104,804,MEDINA VALLEY ISD,104,LACOSTE EL,163908,MEDINA,MEDINA,54.38,163908104
126,,,,,,,804,MEDINA VALLEY ISD,109,LUCKEY RANCH ELEMENTARY,163908,MEDINA,BEXAR,,163908109
127,163908.0,163908001,MEDINA VALLEY ISD,MEDINA VALLEY H S,1550,8359.12862,804,MEDINA VALLEY ISD,1,MEDINA VALLEY H S,163908,MEDINA,MEDINA,37.22,163908001
128,15910.0,15910056,NORTH EAST ISD,TEJEDA MIDDLE,1184,6901.33292,85,NORTH EAST ISD,56,FRANK TEJEDA MIDDLE SCHOOL,15910,BEXAR,BEXAR,12.15,15910056
129,15910.0,15910135,NORTH EAST ISD,HUEBNER EL,670,8342.664137,85,NORTH EAST ISD,135,HUEBNER ROAD EL,15910,BEXAR,BEXAR,17.48,15910135
130,15910.0,15910102,NORTH EAST ISD,COKER EL,858,7748.203632,85,NORTH EAST ISD,102,COKER EL,15910,BEXAR,BEXAR,29.5,15910102
131,15910.0,15910045,NORTH EAST ISD,JACKSON MIDDLE,722,10537.22792,85,NORTH EAST ISD,45,JACKSON MIDDLE,15910,BEXAR,BEXAR,48.56,15910045
132,15910.0,15910112,NORTH EAST ISD,RIDGEVIEW EL,596,8643.436595,85,NORTH EAST ISD,112,RIDGEVIEW EL,15910,BEXAR,BEXAR,65.75,15910112
133,15910.0,15910129,NORTH EAST ISD,ENCINO PARK EL,650,8032.462094,85,NORTH EAST ISD,129,ENCINO PARK EL,15910,BEXAR,BEXAR,12.46,15910129
134,15910.0,15910004,NORTH EAST ISD,ROOSEVELT H S,2774,9065.337513,85,NORTH EAST ISD,4,ROOSEVELT H S,15910,BEXAR,BEXAR,43.21,15910004
135,15910.0,15910117,NORTH EAST ISD,WINDCREST EL,614,8258.655148,85,NORTH EAST ISD,117,WINDCREST EL,15910,BEXAR,BEXAR,53.37,15910117
136,15910.0,15910145,NORTH EAST ISD,CIBOLO GREEN,910,7481.884951,85,NORTH EAST ISD,145,CIBOLO GREEN ELEMENTARY,15910,BEXAR,BEXAR,11.24,15910145
137,15910.0,15910009,NORTH EAST ISD,INTERNATIONAL SCHOOL OF AMERICA,494,6476.576102,85,NORTH EAST ISD,9,INTERNATIONAL SCHOOL OF AMERICA,15910,BEXAR,BEXAR,9.3,15910009
138,15910.0,15910121,NORTH EAST ISD,EL DORADO EL,635,8319.296303,85,NORTH EAST ISD,121,EL DORADO EL,15910,BEXAR,BEXAR,58.96,15910121
139,15910.0,15910139,NORTH EAST ISD,ROAN FOREST EL,843,7229.862999,85,NORTH EAST ISD,139,ROAN FOREST EL,15910,BEXAR,BEXAR,22.26,15910139
140,15910.0,15910048,NORTH EAST ISD,BRADLEY MIDDLE,1264,7543.302707,85,NORTH EAST ISD,48,BRADLEY MIDDLE,15910,BEXAR,BEXAR,22.24,15910048
141,15910.0,15910041,NORTH EAST ISD,EISENHOWER MIDDLE,982,8796.755097,85,NORTH EAST ISD,41,EISENHOWER MIDDLE,15910,BEXAR,BEXAR,37.48,15910041
142,15910.0,15910106,NORTH EAST ISD,HARMONY HILLS EL,579,8617.969674,85,NORTH EAST ISD,106,HARMONY HILLS EL,15910,BEXAR,BEXAR,57.74,15910106
143,15910.0,15910046,NORTH EAST ISD,WHITE MIDDLE,1082,8444.835084,85,NORTH EAST ISD,46,WHITE MIDDLE.,15910,BEXAR,BEXAR,49.91,15910046
144,15910.0,15910108,NORTH EAST ISD,LARKSPUR EL,818,8091.363685,85,NORTH EAST ISD,108,LARKSPUR EL,15910,BEXAR,BEXAR,59.5,15910108
145,15910.0,15910125,NORTH EAST ISD,STAHL EL,817,7891.185084,85,NORTH EAST ISD,125,STAHL EL,15910,BEXAR,BEXAR,46.73,15910125
146,15910.0,15910113,NORTH EAST ISD,SERNA EL,488,8521.389162,85,NORTH EAST ISD,113,SERNA EL,15910,BEXAR,BEXAR,67.67,15910113
147,15910.0,15910141,NORTH EAST ISD,STEUBING RANCH EL,983,7308.449426,85,NORTH EAST ISD,141,STUEBING RANCH ELEMENTARY,15910,BEXAR,BEXAR,35.14,15910141
148,15910.0,15910146,NORTH EAST ISD,LAS LOMAS EL,501,8207.346423,85,NORTH EAST ISD,146,LAS LOMAS EL,15910,BEXAR,BEXAR,16.18,15910146
149,15910.0,15910101,NORTH EAST ISD,CASTLE HILLS EL,471,9502.008793,85,NORTH EAST ISD,101,CASTLE HILLS EL,15910,BEXAR,BEXAR,21.81,15910101
150,15910.0,15910130,NORTH EAST ISD,FOX RUN EL,696,7762.92567,85,NORTH EAST ISD,130,FOX RUN EL,15910,BEXAR,BEXAR,43.92,15910130
151,15910.0,15910057,NORTH EAST ISD,LOPEZ MIDDLE,1274,7153.065484,85,NORTH EAST ISD,57,JOSE M. LOPEZ MIDDLE SCHOOL,15910,BEXAR,BEXAR,5.93,15910057
152,15910.0,15910003,NORTH EAST ISD,CHURCHILL H S,2803,7389.536352,85,NORTH EAST ISD,3,CHURCHILL H S,15910,BEXAR,BEXAR,20.14,15910003
153,15910.0,15910134,NORTH EAST ISD,LONGS CREEK EL,592,7851.153866,85,NORTH EAST ISD,134,LONG'S CREEK EL,15910,BEXAR,BEXAR,25.77,15910134
154,15910.0,15910116,NORTH EAST ISD,WILSHIRE EL,311,11456.18409,85,NORTH EAST ISD,116,WILSHIRE EL,15910,BEXAR,BEXAR,79.1,15910116
155,15910.0,15910105,NORTH EAST ISD,EAST TERRELL HILLS EL,625,8210.323755,85,NORTH EAST ISD,105,EAST TERRELL HILLS EL,15910,BEXAR,BEXAR,63.93,15910105
156,15910.0,15910126,NORTH EAST ISD,THOUSAND OAKS EL,692,7745.257434,85,NORTH EAST ISD,126,THOUSAND OAKS EL,15910,BEXAR,BEXAR,32.87,15910126
157,15910.0,15910049,NORTH EAST ISD,DRISCOLL MIDDLE,755,9400.312343,85,NORTH EAST ISD,49,DRISCOLL MIDDLE,15910,BEXAR,BEXAR,31.97,15910049
158,15910.0,15910008,NORTH EAST ISD,ACADEMY OF CREATIVE ED,109,16020.16129,85,NORTH EAST ISD,8,ACADEMY OF CREATIVE ED,15910,BEXAR,BEXAR,36.67,15910008
159,15910.0,15910042,NORTH EAST ISD,GARNER MIDDLE,931,9197.444895,85,NORTH EAST ISD,42,GARNER MIDDLE,15910,BEXAR,BEXAR,53.12,15910042
160,15910.0,15910120,NORTH EAST ISD,REGENCY PLACE EL,493,9706.57873,85,NORTH EAST ISD,120,REGENCY PLACE EL,15910,BEXAR,BEXAR,55.39,15910120
161,15910.0,15910138,NORTH EAST ISD,ROYAL RIDGE EL,621,7504.491505,85,NORTH EAST ISD,138,ROYAL RIDGE EL,15910,BEXAR,BEXAR,39.45,15910138
162,15910.0,15910109,NORTH EAST ISD,NORTHWOOD EL,439,8926.720191,85,NORTH EAST ISD,109,NORTHWOOD EL,15910,BEXAR,BEXAR,34.05,15910109
163,15910.0,15910047,NORTH EAST ISD,WOOD MIDDLE,830,9269.099832,85,NORTH EAST ISD,47,WOOD MIDDLE,15910,BEXAR,BEXAR,44.34,15910047
164,15910.0,15910142,NORTH EAST ISD,BULVERDE CREEK,1043,7252.468475,85,NORTH EAST ISD,142,BULVERDE CREEK ELEMENTARY,15910,BEXAR,BEXAR,19.4,15910142
165,15910.0,15910124,NORTH EAST ISD,WOODSTONE EL,626,7673.761386,85,NORTH EAST ISD,124,WOODSTONE EL,15910,BEXAR,BEXAR,47.97,15910124
166,15910.0,15910002,NORTH EAST ISD,MACARTHUR H S,2362,8131.598083,85,NORTH EAST ISD,2,MACARTHUR H S,15910,BEXAR,BEXAR,29.04,15910002
167,15910.0,15910119,NORTH EAST ISD,CLEAR SPRING EL,363,9552.484412,85,NORTH EAST ISD,119,CLEAR SPRING EL,15910,BEXAR,BEXAR,66.84,15910119
168,15910.0,15910147,NORTH EAST ISD,VINEYARD RANCH EL,817,7691.221804,85,NORTH EAST ISD,147,VINEYARD RANCH EL,15910,BEXAR,BEXAR,8.29,15910147
169,15910.0,15910043,NORTH EAST ISD,KRUEGER MIDDLE,968,8646.872497,85,NORTH EAST ISD,43,KRUEGER MIDDLE,15910,BEXAR,BEXAR,52.97,15910043
170,15910.0,15910131,NORTH EAST ISD,OAK MEADOW EL,457,9844.726945,85,NORTH EAST ISD,131,OAK MEADOW EL,15910,BEXAR,BEXAR,28.01,15910131
171,15910.0,15910114,NORTH EAST ISD,WALZEM EL,649,8669.913837,85,NORTH EAST ISD,114,WALZEM EL,15910,BEXAR,BEXAR,66.97,15910114
172,15910.0,15910058,NORTH EAST ISD,HARRIS MIDDLE,1069,7973.4031,85,NORTH EAST ISD,58,HARRIS MIDDLE,15910,BEXAR,BEXAR,30.01,15910058
173,15910.0,15910059,NORTH EAST ISD,HILL MIDDLE,1115,7204.594456,85,NORTH EAST ISD,59,HILL MIDDLE SCHOOL,15910,BEXAR,BEXAR,12.08,15910059
174,15910.0,15910143,NORTH EAST ISD,WILDERNESS OAK EL,597,7622.672515,85,NORTH EAST ISD,143,WILDERNESS OAK ELEMENTARY,15910,BEXAR,BEXAR,5.91,15910143
175,15910.0,15910012,NORTH EAST ISD,ALTER H S,95,25825.4595,85,NORTH EAST ISD,12,ALTER H S,15910,BEXAR,BEXAR,57.24,15910012
176,15910.0,15910110,NORTH EAST ISD,OAK GROVE EL,408,9530.582026,85,NORTH EAST ISD,110,OAK GROVE EL,15910,BEXAR,BEXAR,75.98,15910110
177,15910.0,15910127,NORTH EAST ISD,NORTHERN HILLS EL,668,7910.808998,85,NORTH EAST ISD,127,NORTHERN HILLS EL,15910,BEXAR,BEXAR,54.68,15910127
178,15910.0,15910050,NORTH EAST ISD,BUSH MIDDLE,1133,7814.820714,85,NORTH EAST ISD,50,BUSH MIDDLE,15910,BEXAR,BEXAR,9.48,15910050
179,15910.0,15910133,NORTH EAST ISD,STONE OAK EL,834,7457.065927,85,NORTH EAST ISD,133,STONE OAK EL,15910,BEXAR,BEXAR,14.77,15910133
180,15910.0,15910104,NORTH EAST ISD,DELLVIEW EL,355,9896.85802,85,NORTH EAST ISD,104,DELLVIEW EL,15910,BEXAR,BEXAR,59.49,15910104
181,15910.0,15910137,NORTH EAST ISD,WETMORE EL,655,8027.517196,85,NORTH EAST ISD,137,WETMORE EL,15910,BEXAR,BEXAR,31.46,15910137
182,15910.0,15910007,NORTH EAST ISD,REAGAN H S,3480,6814.80498,85,NORTH EAST ISD,7,REAGAN H S,15910,BEXAR,BEXAR,7.16,15910007
183,15910.0,15910123,NORTH EAST ISD,HIDDEN FOREST EL,567,7768.197663,85,NORTH EAST ISD,123,HIDDEN FOREST EL,15910,BEXAR,BEXAR,15.81,15910123
184,15910.0,15910001,NORTH EAST ISD,LEGACY OF EDUCATIONAL EXCELLENCE H,2591,8823.132736,85,NORTH EAST ISD,1,LEE H S,15910,BEXAR,BEXAR,40.94,15910001
185,15910.0,15910136,NORTH EAST ISD,HARDY OAK EL,690,7937.497946,85,NORTH EAST ISD,136,HARDY OAK EL,15910,BEXAR,BEXAR,5.73,15910136
186,15910.0,15910118,NORTH EAST ISD,CAMELOT EL,579,8356.783146,85,NORTH EAST ISD,118,CAMELOT EL,15910,BEXAR,BEXAR,71.21,15910118
187,15910.0,15910103,NORTH EAST ISD,COLONIAL HILLS EL,667,9053.722834,85,NORTH EAST ISD,103,COLONIAL HILLS EL,15910,BEXAR,BEXAR,71.37,15910103
188,15910.0,15910053,NORTH EAST ISD,ALTER MIDDLE,48,27153.05139,85,NORTH EAST ISD,53,ALTERNATIVE MIDDLE,15910,BEXAR,BEXAR,77.0,15910053
189,15910.0,15910044,NORTH EAST ISD,NIMITZ MIDDLE,1305,8255.971743,85,NORTH EAST ISD,44,NIMITZ MIDDLE,15910,BEXAR,BEXAR,51.72,15910044
190,15910.0,15910128,NORTH EAST ISD,REDLAND OAKS EL,390,12369.86261,85,NORTH EAST ISD,128,REDLAND OAKS EL,15910,BEXAR,BEXAR,25.89,15910128
191,15910.0,15910115,NORTH EAST ISD,WEST AVENUE EL,349,10021.13156,85,NORTH EAST ISD,115,WEST AVENUE EL,15910,BEXAR,BEXAR,78.96,15910115
192,15910.0,15910144,NORTH EAST ISD,TUSCANY HEIGHTS,687,7628.647367,85,NORTH EAST ISD,144,TUSCANY HEIGHTS ELEMENTARY,15910,BEXAR,BEXAR,9.74,15910144
193,15910.0,15910014,NORTH EAST ISD,JOHNSON H S,3149,6899.419964,85,NORTH EAST ISD,14,CLAUDIA TAYLOR JOHNSON HIGH SCHOOL,15910,BEXAR,BEXAR,9.33,15910014
194,15910.0,15910111,NORTH EAST ISD,OLMOS EL,609,8734.31668,85,NORTH EAST ISD,111,OLMOS EL,15910,BEXAR,BEXAR,70.29,15910111
195,15910.0,15910107,NORTH EAST ISD,JACKSON-KELLER EL,774,7830.391666,85,NORTH EAST ISD,107,JACKSON-KELLER EL,15910,BEXAR,BEXAR,74.46,15910107
196,15910.0,15910005,NORTH EAST ISD,MADISON H S,3276,7403.286355,85,NORTH EAST ISD,5,MADISON H S,15910,BEXAR,BEXAR,25.52,15910005
197,15910.0,15910122,NORTH EAST ISD,MONTGOMERY EL,486,8956.00072,85,NORTH EAST ISD,122,MONTGOMERY EL,15910,BEXAR,BEXAR,79.96,15910122
198,15910.0,15910140,NORTH EAST ISD,CANYON RIDGE EL,616,8034.517568,85,NORTH EAST ISD,140,CANYON RIDGE ELEMENTARY,15910,BEXAR,BEXAR,12.08,15910140
199,15915.0,15915107,NORTHSIDE ISD,FISHER EL,698,8721.482104,90,NORTHSIDE ISD-SAN ANTONIO,107,MARY LOU FISHER EL,15915,BEXAR,BEXAR,40.43,15915107
200,15915.0,15915052,NORTHSIDE ISD,CONNALLY MIDDLE,952,8155.732782,90,NORTHSIDE ISD-SAN ANTONIO,52,JOHN B CONNALLY MIDDLE,15915,BEXAR,BEXAR,29.66,15915052
201,15915.0,15915051,NORTHSIDE ISD,JORDAN MIDDLE,1266,7354.475027,90,NORTHSIDE ISD-SAN ANTONIO,51,JACK C JORDAN MIDDLE,15915,BEXAR,BEXAR,33.03,15915051
202,15915.0,15915135,NORTHSIDE ISD,CODY EL,626,8347.844244,90,NORTHSIDE ISD-SAN ANTONIO,135,EDMUND CODY EL,15915,BEXAR,BEXAR,53.86,15915135
203,15915.0,15915162,NORTHSIDE ISD,MICHAEL EL,701,7288.217679,90,NORTHSIDE ISD-SAN ANTONIO,162,MARY MICHAEL EL,15915,BEXAR,BEXAR,45.05,15915162
204,15915.0,15915118,NORTHSIDE ISD,OAK HILLS TERRACE EL,624,8096.338847,90,NORTHSIDE ISD-SAN ANTONIO,118,OAK HILLS TERRACE EL,15915,BEXAR,BEXAR,47.81,15915118
205,15915.0,15915023,NORTHSIDE ISD,BRANDEIS H S,2773,7685.453482,90,NORTHSIDE ISD-SAN ANTONIO,23,LOUIS D. BRANDEIS H. S.,15915,BEXAR,BEXAR,13.96,15915023
206,15915.0,15915152,NORTHSIDE ISD,LEON SPRINGS EL,525,8324.797474,90,NORTHSIDE ISD-SAN ANTONIO,152,LEON SPRINGS EL,15915,BEXAR,BEXAR,11.83,15915152
207,15915.0,15915230,NORTHSIDE ISD,MCANDREW EL,334,8802.141722,90,NORTHSIDE ISD-SAN ANTONIO,230,DR. SARA B. MCANDREWS,15915,BEXAR,BEXAR,3.33,15915230
208,15915.0,15915184,NORTHSIDE ISD,HATCHETT EL,746,7650.125805,90,NORTHSIDE ISD-SAN ANTONIO,184,HATCHETT ELEMENTARY,15915,BEXAR,BEXAR,45.67,15915184
209,15915.0,15915143,NORTHSIDE ISD,SCOBEE EL,531,8928.681434,90,NORTHSIDE ISD-SAN ANTONIO,143,SCOBEE EL,15915,BEXAR,BEXAR,26.89,15915143
210,15915.0,15915223,NORTHSIDE ISD,KALLISON EL,825,7266.226738,90,NORTHSIDE ISD-SAN ANTONIO,223,KALLISON EL,15915,BEXAR,BEXAR,11.68,15915223
211,15915.0,15915114,NORTHSIDE ISD,WESTWOOD TERRACE EL,502,9680.316794,90,NORTHSIDE ISD-SAN ANTONIO,114,WESTWOOD TERRACE EL,15915,BEXAR,BEXAR,75.31,15915114
212,15915.0,15915042,NORTHSIDE ISD,RAYBURN MIDDLE,980,8284.22795,90,NORTHSIDE ISD-SAN ANTONIO,42,RAYBURN MIDDLE,15915,BEXAR,BEXAR,54.7,15915042
213,15915.0,15915188,NORTHSIDE ISD,HOFFMANN EL,988,7098.515804,90,NORTHSIDE ISD-SAN ANTONIO,188,HOFFMAN ES,15915,BEXAR,BEXAR,13.25,15915188
214,15915.0,15915062,NORTHSIDE ISD,ALTERNATIVE MIDDLE,56,31543.20652,90,NORTHSIDE ISD-SAN ANTONIO,62,NAMS - NORTH,15915,BEXAR,BEXAR,69.07,15915062
215,15915.0,15915006,NORTHSIDE ISD,HEALTH CAREERS H S,862,7722.588275,90,NORTHSIDE ISD-SAN ANTONIO,6,HEALTH CAREERS H S,15915,BEXAR,BEXAR,10.45,15915006
216,15915.0,15915046,NORTHSIDE ISD,PEASE MIDDLE,1119,7655.168254,90,NORTHSIDE ISD-SAN ANTONIO,46,E M PEASE MIDDLE,15915,BEXAR,BEXAR,45.67,15915046
217,15915.0,15915108,NORTHSIDE ISD,LEON VALLEY EL,583,9172.101706,90,NORTHSIDE ISD-SAN ANTONIO,108,LEON VALLEY EL,15915,BEXAR,BEXAR,49.11,15915108
218,15915.0,15915002,NORTHSIDE ISD,JAY H S,2894,7743.052483,90,NORTHSIDE ISD-SAN ANTONIO,2,JAY H S,15915,BEXAR,BEXAR,42.53,15915002
219,15915.0,15915168,NORTHSIDE ISD,LEWIS EL,668,8047.695614,90,NORTHSIDE ISD-SAN ANTONIO,168,LEWIS EL,15915,BEXAR,BEXAR,23.34,15915168
220,15915.0,15915057,NORTHSIDE ISD,GARCIA MIDDLE,1483,6984.308462,90,NORTHSIDE ISD-SAN ANTONIO,57,GARCIA M S,15915,BEXAR,BEXAR,7.36,15915057
221,15915.0,15915178,NORTHSIDE ISD,AUE EL,683,7778.762942,90,NORTHSIDE ISD-SAN ANTONIO,178,AUE ELEMENTARY SCHOOL,15915,BEXAR,BEXAR,6.2,15915178
222,15915.0,15915125,NORTHSIDE ISD,BOONE EL,561,8940.664313,90,NORTHSIDE ISD-SAN ANTONIO,125,MURRAY E BOONE EL,15915,BEXAR,BEXAR,51.0,15915125
223,15915.0,15915156,NORTHSIDE ISD,EVERS EL,758,7913.087317,90,NORTHSIDE ISD-SAN ANTONIO,156,CHRISTIAN EVERS EL,15915,BEXAR,BEXAR,27.64,15915156
224,15915.0,15915128,NORTHSIDE ISD,CARLOS COON EL,734,7860.649203,90,NORTHSIDE ISD-SAN ANTONIO,128,CARLOS COON EL,15915,BEXAR,BEXAR,49.48,15915128
225,15915.0,15915228,NORTHSIDE ISD,COLE EL,872,7674.022216,90,NORTHSIDE ISD-SAN ANTONIO,228,COLE EL,15915,BEXAR,BEXAR,14.46,15915228
226,15915.0,15915179,NORTHSIDE ISD,SCARBOROUGH EL,1000,8036.95395,90,NORTHSIDE ISD-SAN ANTONIO,179,EVELYN SCARBOROUGH ELEM,15915,BEXAR,BEXAR,21.07,15915179
227,15915.0,15915053,NORTHSIDE ISD,RAWLINSON MIDDLE,1342,7075.31558,90,NORTHSIDE ISD-SAN ANTONIO,53,RAWLINSON MIDDLE SCHOOL,15915,BEXAR,BEXAR,22.0,15915053
228,15915.0,15915048,NORTHSIDE ISD,RUDDER MIDDLE,979,7892.033057,90,NORTHSIDE ISD-SAN ANTONIO,48,RUDDER MIDDLE,15915,BEXAR,BEXAR,43.71,15915048
229,15915.0,15915134,NORTHSIDE ISD,BRAUN STATION EL,512,12176.03772,90,NORTHSIDE ISD-SAN ANTONIO,134,BRAUN STATION EL,15915,BEXAR,BEXAR,24.32,15915134
230,15915.0,15915161,NORTHSIDE ISD,STEUBING EL,473,9262.087146,90,NORTHSIDE ISD-SAN ANTONIO,161,HENRY STEUBING EL,15915,BEXAR,BEXAR,21.51,15915161
231,15915.0,15915224,NORTHSIDE ISD,MORA EL,476,10968.63299,90,NORTHSIDE ISD-SAN ANTONIO,224,MORA EL,15915,BEXAR,BEXAR,,15915224
232,15915.0,15915183,NORTHSIDE ISD,WARD EL,843,7568.87967,90,NORTHSIDE ISD-SAN ANTONIO,183,WARD ELEMENTARY,15915,BEXAR,BEXAR,27.47,15915183
233,15915.0,15915113,NORTHSIDE ISD,VALLEY HI EL,382,10045.28188,90,NORTHSIDE ISD-SAN ANTONIO,113,VALLEY HI EL,15915,BEXAR,BEXAR,59.6,15915113
234,15915.0,15915024,NORTHSIDE ISD,BRENNAN H S,2588,7678.383823,90,NORTHSIDE ISD-SAN ANTONIO,24,BRENNAN HS,15915,BEXAR,BEXAR,16.44,15915024
235,15915.0,15915013,NORTHSIDE ISD,REDDIX CENTER,225,37805.35239,90,NORTHSIDE ISD-SAN ANTONIO,13,VOC TRANSITION PROG,15915,BEXAR,BEXAR,23.0,15915013
236,15915.0,15915141,NORTHSIDE ISD,FORESTER EL,859,8254.398148,90,NORTHSIDE ISD-SAN ANTONIO,141,NORA FORESTER ELEM,15915,BEXAR,BEXAR,26.33,15915141
237,15915.0,15915167,NORTHSIDE ISD,RABA EL,749,7812.647442,90,NORTHSIDE ISD-SAN ANTONIO,167,RABA EL,15915,BEXAR,BEXAR,26.13,15915167
238,15915.0,15915104,NORTHSIDE ISD,HELOTES EL,421,8696.037451,90,NORTHSIDE ISD-SAN ANTONIO,104,HELOTES EL,15915,BEXAR,BEXAR,10.68,15915104
239,15915.0,15915060,NORTHSIDE ISD,BERNAL MIDDLE,1018,7374.952311,90,NORTHSIDE ISD-SAN ANTONIO,60,BERNAL MS,15915,BEXAR,BEXAR,13.6,15915060
240,15915.0,15915157,NORTHSIDE ISD,MAY EL,515,9087.10562,90,NORTHSIDE ISD-SAN ANTONIO,157,"MONROE S MAY, JR EL",15915,BEXAR,BEXAR,21.71,15915157
