CEID,distname,SiteID,schoolname,distid,CECounty,SiteCounty,SiteISP
90,NORTHSIDE ISD-SAN ANTONIO,45,WILLIAM HOBBY MIDDLE,15915,BEXAR,BEXAR,42.26
90,NORTHSIDE ISD-SAN ANTONIO,109,LOCKE HILL EL,15915,BEXAR,BEXAR,36.75
90,NORTHSIDE ISD-SAN ANTONIO,187,LANGLEY ES,15915,BEXAR,BEXAR,15.78
90,NORTHSIDE ISD-SAN ANTONIO,117,MEADOW VILLAGE EL,15915,BEXAR,BEXAR,63.82
90,NORTHSIDE ISD-SAN ANTONIO,5,TOM CLARK H S,15915,BEXAR,BEXAR,22.37
90,NORTHSIDE ISD-SAN ANTONIO,56,ROBERT L VALE M. S.,15915,BEXAR,BEXAR,28.79
90,NORTHSIDE ISD-SAN ANTONIO,122,J B PASSMORE EL,15915,BEXAR,BEXAR,74.47
90,NORTHSIDE ISD-SAN ANTONIO,149,WILLIAM THORNTON EL,15915,BEXAR,BEXAR,27.8
90,NORTHSIDE ISD-SAN ANTONIO,130,WINN MURNIN EL,15915,BEXAR,BEXAR,37.32
90,NORTHSIDE ISD-SAN ANTONIO,41,NEFF MIDDLE,15915,BEXAR,BEXAR,52.4
90,NORTHSIDE ISD-SAN ANTONIO,170,NICHOLS EL,15915,BEXAR,BEXAR,23.53
90,NORTHSIDE ISD-SAN ANTONIO,1,HOLMES H S,15915,BEXAR,BEXAR,44.44
90,NORTHSIDE ISD-SAN ANTONIO,180,BEARD ELEMENTARY,15915,BEXAR,BEXAR,5.7
90,NORTHSIDE ISD-SAN ANTONIO,225,EDMUND LIECK ELEM,15915,BEXAR,BEXAR,19.97
90,NORTHSIDE ISD-SAN ANTONIO,103,GLENOAKS EL,15915,BEXAR,BEXAR,56.03
90,NORTHSIDE ISD-SAN ANTONIO,16,SANDRA DAY O'CONNOR H S,15915,BEXAR,BEXAR,12.18
90,NORTHSIDE ISD-SAN ANTONIO,227,HERBERT G. BOLDT ELEMENTARY,15915,BEXAR,BEXAR,11.65
90,NORTHSIDE ISD-SAN ANTONIO,191,KUENTZ ES,15915,BEXAR,BEXAR,10.5
90,NORTHSIDE ISD-SAN ANTONIO,145,JIMMY ELROD EL,15915,BEXAR,BEXAR,33.12
90,NORTHSIDE ISD-SAN ANTONIO,4,HOLMGREEN JR-SR H S,15915,BEXAR,BEXAR,20
90,NORTHSIDE ISD-SAN ANTONIO,160,VIRGINIA A MYERS EL,15915,BEXAR,BEXAR,39.22
90,NORTHSIDE ISD-SAN ANTONIO,112,LAWRENCE POWELL EL,15915,BEXAR,BEXAR,54.27
90,NORTHSIDE ISD-SAN ANTONIO,25,HARLAN HS,15915,BEXAR,BEXAR,15.4
90,NORTHSIDE ISD-SAN ANTONIO,54,LUNA MIDDLE SCHOOL,15915,BEXAR,BEXAR,20.64
90,NORTHSIDE ISD-SAN ANTONIO,11,NISD EXCEL ACADEMY,15915,BEXAR,BEXAR,28.57
90,NORTHSIDE ISD-SAN ANTONIO,44,ANSON JONES MIDDLE,15915,BEXAR,BEXAR,67.7
90,NORTHSIDE ISD-SAN ANTONIO,186,KREUGER ELEMENTARY SCHOOL,15915,BEXAR,BEXAR,13.03
90,NORTHSIDE ISD-SAN ANTONIO,49,ZACHRY MIDDLE,15915,BEXAR,BEXAR,39.81
90,NORTHSIDE ISD-SAN ANTONIO,138,LLOYD KNOWLTON EL,15915,BEXAR,BEXAR,50.82
90,NORTHSIDE ISD-SAN ANTONIO,166,BURKE EL,15915,BEXAR,BEXAR,47.7
90,NORTHSIDE ISD-SAN ANTONIO,59,DR. JOHN FOLKS,15915,BEXAR,BEXAR,11.81
90,NORTHSIDE ISD-SAN ANTONIO,181,BLATTMAN ELEMENTARY,15915,BEXAR,BEXAR,6.73
90,NORTHSIDE ISD-SAN ANTONIO,8,NORTHSIDE ALTER SCH,15915,BEXAR,BEXAR,49.74
90,NORTHSIDE ISD-SAN ANTONIO,116,EDUARDO VILLARREAL EL,15915,BEXAR,BEXAR,57.78
90,NORTHSIDE ISD-SAN ANTONIO,123,ADAMS HILL EL,15915,BEXAR,BEXAR,65.41
90,NORTHSIDE ISD-SAN ANTONIO,150,BRAUCHLE EL,15915,BEXAR,BEXAR,39.25
90,NORTHSIDE ISD-SAN ANTONIO,158,ROBERT MCDERMOTT EL,15915,BEXAR,BEXAR,55.2
90,NORTHSIDE ISD-SAN ANTONIO,131,DOLORES LINTON EL,15915,BEXAR,BEXAR,67.32
90,NORTHSIDE ISD-SAN ANTONIO,111,COLBY GLASS EL,15915,BEXAR,BEXAR,63.1
90,NORTHSIDE ISD-SAN ANTONIO,35,D A E P HOLMGREEN,15915,BEXAR,BEXAR,57.14
90,NORTHSIDE ISD-SAN ANTONIO,226,FIELDS EL,15915,BEXAR,BEXAR,26.65
90,NORTHSIDE ISD-SAN ANTONIO,171,DRIGGERS ELEMENTARY SCHOOL,15915,BEXAR,BEXAR,46.85
90,NORTHSIDE ISD-SAN ANTONIO,102,JOHN GLENN EL,15915,BEXAR,BEXAR,71.25
90,NORTHSIDE ISD-SAN ANTONIO,192,BEHLAU EL,15915,BEXAR,BEXAR,22.56
90,NORTHSIDE ISD-SAN ANTONIO,195,MIRELES EL,15915,BEXAR,BEXAR,12.33
90,NORTHSIDE ISD-SAN ANTONIO,148,CARL WANKE EL,15915,BEXAR,BEXAR,29.12
90,NORTHSIDE ISD-SAN ANTONIO,236,LOS REYES ELEM,15915,BEXAR,BEXAR,12.35
90,NORTHSIDE ISD-SAN ANTONIO,105,MARY HULL EL,15915,BEXAR,BEXAR,70.33
90,NORTHSIDE ISD-SAN ANTONIO,189,MARTIN EL,15915,BEXAR,BEXAR,72.21
90,NORTHSIDE ISD-SAN ANTONIO,119,SHIRLEY HOWSMAN EL,15915,BEXAR,BEXAR,48.89
90,NORTHSIDE ISD-SAN ANTONIO,22,STEVENS HIGH SCHOOL,15915,BEXAR,BEXAR,30.33
90,NORTHSIDE ISD-SAN ANTONIO,19,WARREN H S,15915,BEXAR,BEXAR,25.01
90,NORTHSIDE ISD-SAN ANTONIO,50,STINSON MIDDLE,15915,BEXAR,BEXAR,24.85
90,NORTHSIDE ISD-SAN ANTONIO,144,GALM EL,15915,BEXAR,BEXAR,29.59
90,NORTHSIDE ISD-SAN ANTONIO,169,RHODES EL,15915,BEXAR,BEXAR,44.14
90,NORTHSIDE ISD-SAN ANTONIO,185,MEAD EL,15915,BEXAR,BEXAR,67.03
90,NORTHSIDE ISD-SAN ANTONIO,115,COLONIES NORTH EL,15915,BEXAR,BEXAR,53.54
90,NORTHSIDE ISD-SAN ANTONIO,55,JEFFERSON MIDDLE SCHOOL,15915,BEXAR,BEXAR,17
90,NORTHSIDE ISD-SAN ANTONIO,136,NORTHWEST CROSSING EL,15915,BEXAR,BEXAR,37.68
90,NORTHSIDE ISD-SAN ANTONIO,165,JAMES CARSON EL,15915,BEXAR,BEXAR,24.54
90,NORTHSIDE ISD-SAN ANTONIO,234,Ellison ES,15915,BEXAR,BEXAR,17.09
90,NORTHSIDE ISD-SAN ANTONIO,43,SUL ROSS MIDDLE,15915,BEXAR,BEXAR,58.09
90,NORTHSIDE ISD-SAN ANTONIO,3,MARSHALL H S,15915,BEXAR,BEXAR,31.05
90,NORTHSIDE ISD-SAN ANTONIO,132,TIMBERWILDE EL,15915,BEXAR,BEXAR,42.92
90,NORTHSIDE ISD-SAN ANTONIO,58,BRISCOE MIDDLE,15915,BEXAR,BEXAR,12.36
90,NORTHSIDE ISD-SAN ANTONIO,182,OTT ELEMENTARY,15915,BEXAR,BEXAR,23.89
90,NORTHSIDE ISD-SAN ANTONIO,47,COKE STEVENSON MIDDLE,15915,BEXAR,BEXAR,25.57
90,NORTHSIDE ISD-SAN ANTONIO,106,ALLEN EL,15915,BEXAR,BEXAR,72.84
90,NORTHSIDE ISD-SAN ANTONIO,177,PEGGY CARNAHAN ELEM,15915,BEXAR,BEXAR,42.21
90,NORTHSIDE ISD-SAN ANTONIO,7,WILLIAM H TAFT H S,15915,BEXAR,BEXAR,20.78
90,NORTHSIDE ISD-SAN ANTONIO,124,GREGORIO ESPARZA EL,15915,BEXAR,BEXAR,53.01
90,NORTHSIDE ISD-SAN ANTONIO,101,CABLE EL,15915,BEXAR,BEXAR,76.27
90,NORTHSIDE ISD-SAN ANTONIO,151,FERNANDEZ EL,15915,BEXAR,BEXAR,32.96
90,NORTHSIDE ISD-SAN ANTONIO,198,HENDERSON EL,15915,BEXAR,BEXAR,19.93
82,SAN ANTONIO ISD,179,HAWTHORNE EL,15907,BEXAR,BEXAR,53.48
82,SAN ANTONIO ISD,55,RHODES MIDDLE,15907,BEXAR,BEXAR,74.31
82,SAN ANTONIO ISD,150,MAVERICK EL,15907,BEXAR,BEXAR,66.37
82,SAN ANTONIO ISD,140,RODRIGUEZ EL,15907,BEXAR,BEXAR,82.29
82,SAN ANTONIO ISD,2,BURBANK H S,15907,BEXAR,BEXAR,50.29
82,SAN ANTONIO ISD,1,BRACKENRIDGE H S,15907,BEXAR,BEXAR,48.74
82,SAN ANTONIO ISD,241,CARVAJAL EARLY CHILDHOOD,15907,BEXAR,BEXAR,99.22
82,SAN ANTONIO ISD,50,LONGFELLOW MIDDLE,15907,BEXAR,BEXAR,64.75
82,SAN ANTONIO ISD,107,BONHAM EL,15907,BEXAR,BEXAR,42.63
82,SAN ANTONIO ISD,136,HILLCREST EL,15907,BEXAR,BEXAR,73.72
82,SAN ANTONIO ISD,6,HOUSTON H S,15907,BEXAR,BEXAR,63.48
82,SAN ANTONIO ISD,166,Steele Montessori Academy,15907,BEXAR,BEXAR,44.12
82,SAN ANTONIO ISD,116,COLLINS GARDEN EL,15907,BEXAR,BEXAR,73.91
82,SAN ANTONIO ISD,106,BEACON HILL EL,15907,BEXAR,BEXAR,68.69
82,SAN ANTONIO ISD,149,MARGIL EL,15907,BEXAR,BEXAR,78.56
82,SAN ANTONIO ISD,245,Nelson Early Childhood Campus,15907,BEXAR,BEXAR,98.53
82,SAN ANTONIO ISD,143,GEORGE E KELLY EL,15907,BEXAR,BEXAR,70.21
82,SAN ANTONIO ISD,25,ST PHILIP'S COLLEGE EARLY COLLEGE H S WITH SAISD,15907,BEXAR,BEXAR,45.8
82,SAN ANTONIO ISD,158,PERSHING EL,15907,BEXAR,BEXAR,78.56
82,SAN ANTONIO ISD,24,COOPER ACADEMY @ NAVARRO,15907,BEXAR,BEXAR,58.75
82,SAN ANTONIO ISD,61,TAFOLLA MIDDLE,15907,BEXAR,BEXAR,72.55
82,SAN ANTONIO ISD,125,FOSTER EL,15907,BEXAR,BEXAR,76.74
82,SAN ANTONIO ISD,157,OGDEN EL,15907,BEXAR,BEXAR,73.28
82,SAN ANTONIO ISD,139,HUPPERTZ EL,15907,BEXAR,BEXAR,78.97
82,SAN ANTONIO ISD,10,ESTRADA ACHIEVEMENT CTR.,15907,BEXAR,BEXAR,68.18
82,SAN ANTONIO ISD,119,DOUGLASS EL,15907,BEXAR,BEXAR,77.75
82,SAN ANTONIO ISD,54,POE MIDDLE,15907,BEXAR,BEXAR,67.98
82,SAN ANTONIO ISD,126,FRANKLIN EL,15907,BEXAR,BEXAR,64.32
82,SAN ANTONIO ISD,177,YOUNG MEN LEADERSHIP ACADEMY,15907,BEXAR,BEXAR,34.58
82,SAN ANTONIO ISD,135,HIGHLAND PARK EL,15907,BEXAR,BEXAR,71
82,SAN ANTONIO ISD,168,P F STEWART EL,15907,BEXAR,BEXAR,76.01
82,SAN ANTONIO ISD,162,BARKLEY/RUIZ EL,15907,BEXAR,BEXAR,75.5
82,SAN ANTONIO ISD,49,IRVING MIDDLE,15907,BEXAR,BEXAR,68.84
82,SAN ANTONIO ISD,5,HIGHLANDS H S,15907,BEXAR,BEXAR,56.72
82,SAN ANTONIO ISD,114,CAMERON EL,15907,BEXAR,BEXAR,78.79
82,SAN ANTONIO ISD,240,CARROLL EARLY CHILDHOOD CAMPUS,15907,BEXAR,BEXAR,97.45
82,SAN ANTONIO ISD,246,Gonzalez Early Childhood Campus,15907,BEXAR,BEXAR,52
82,SAN ANTONIO ISD,20,BEXAR COUNTY JJAEP,15907,BEXAR,BEXAR,61.11
82,SAN ANTONIO ISD,163,Mark Twain Dual Language Academy,15907,BEXAR,BEXAR,40.96
82,SAN ANTONIO ISD,26,FOX TECH INSTITUTE OF ADVANCED LEARNING,15907,BEXAR,BEXAR,33.19
82,SAN ANTONIO ISD,64,PICKETT CTR.,15907,BEXAR,BEXAR,67.74
82,SAN ANTONIO ISD,121,DE ZAVALA EL,15907,BEXAR,BEXAR,78.52
82,SAN ANTONIO ISD,127,GATES EL,15907,BEXAR,BEXAR,82.98
82,SAN ANTONIO ISD,144,SARAH S KING EL,15907,BEXAR,BEXAR,85.67
82,SAN ANTONIO ISD,118,DAVID CROCKETT EL,15907,BEXAR,BEXAR,79.39
82,SAN ANTONIO ISD,47,HARRIS MIDDLE,15907,BEXAR,BEXAR,59.78
82,SAN ANTONIO ISD,101,ARNOLD EL,15907,BEXAR,BEXAR,64.5
82,SAN ANTONIO ISD,8,LANIER H S,15907,BEXAR,BEXAR,63.57
82,SAN ANTONIO ISD,146,LAMAR EL,15907,BEXAR,BEXAR,51.96
82,SAN ANTONIO ISD,176,WOODLAWN HILLS EL,15907,BEXAR,BEXAR,71.57
82,SAN ANTONIO ISD,53,PAGE MIDDLE,15907,BEXAR,BEXAR,68.31
82,SAN ANTONIO ISD,112,BRISCOE EL,15907,BEXAR,BEXAR,68.79
82,SAN ANTONIO ISD,155,NEAL EL,15907,BEXAR,BEXAR,72.56
82,SAN ANTONIO ISD,134,HIGHLAND HILLS EL,15907,BEXAR,BEXAR,68.57
82,SAN ANTONIO ISD,4,FOX TECHNICAL H S,15907,BEXAR,BEXAR,44.51
82,SAN ANTONIO ISD,169,STORM EL,15907,BEXAR,BEXAR,83.18
82,SAN ANTONIO ISD,27,CAST TECH HS,15907,BEXAR,BEXAR,34.4
82,SAN ANTONIO ISD,161,ROGERS EL,15907,BEXAR,BEXAR,62.08
82,SAN ANTONIO ISD,22,TRAVIS EARLY COLLEGE,15907,BEXAR,BEXAR,32.98
82,SAN ANTONIO ISD,138,Irving Dual Language Academy,15907,BEXAR,BEXAR,
82,SAN ANTONIO ISD,129,CHARLES GRAEBNER EL,15907,BEXAR,BEXAR,70
82,SAN ANTONIO ISD,242,KNOX EARLY CHILDHOOD CAMPUS,15907,BEXAR,BEXAR,98.44
82,SAN ANTONIO ISD,123,FENWICK EL,15907,BEXAR,BEXAR,73.39
82,SAN ANTONIO ISD,164,SCHENCK EL,15907,BEXAR,BEXAR,65.29
82,SAN ANTONIO ISD,103,CHARLES C BALL EL,15907,BEXAR,BEXAR,76.82
82,SAN ANTONIO ISD,57,ROGERS MIDDLE,15907,BEXAR,BEXAR,44.21
82,SAN ANTONIO ISD,141,ELOISE JAPHET EL,15907,BEXAR,BEXAR,69.89
82,SAN ANTONIO ISD,172,WASHINGTON EL,15907,BEXAR,BEXAR,82.82
82,SAN ANTONIO ISD,210,MISSION ACADEMY,15907,BEXAR,BEXAR,55.56
82,SAN ANTONIO ISD,3,EDISON H S,15907,BEXAR,BEXAR,50.06
82,SAN ANTONIO ISD,147,BOWDEN EL,15907,BEXAR,BEXAR,79.8
82,SAN ANTONIO ISD,175,WOODLAWN EL,15907,BEXAR,BEXAR,60.12
82,SAN ANTONIO ISD,153,DORIE MILLER EL,15907,BEXAR,BEXAR,77.53
82,SAN ANTONIO ISD,7,JEFFERSON H S,15907,BEXAR,BEXAR,48.05
82,SAN ANTONIO ISD,43,DAVIS MIDDLE,15907,BEXAR,BEXAR,73.6
82,SAN ANTONIO ISD,110,J T BRACKENRIDGE EL,15907,BEXAR,BEXAR,91.03
82,SAN ANTONIO ISD,132,HERFF EL,15907,BEXAR,BEXAR,75.17
82,SAN ANTONIO ISD,148,MADISON EL,15907,BEXAR,BEXAR,72.48
82,SAN ANTONIO ISD,131,ROBERT B GREEN EL,15907,BEXAR,BEXAR,69.66
82,SAN ANTONIO ISD,59,WHITTIER MIDDLE,15907,BEXAR,BEXAR,58.39
82,SAN ANTONIO ISD,51,LOWELL MIDDLE,15907,BEXAR,BEXAR,69.49
82,SAN ANTONIO ISD,117,AGNES COTTON EL,15907,BEXAR,BEXAR,74.34
82,SAN ANTONIO ISD,137,HIRSCH EL,15907,BEXAR,BEXAR,81.49
82,SAN ANTONIO ISD,244,TYNAN EARLY CHILDHOOD CAMPUS,15907,BEXAR,BEXAR,99.17
82,SAN ANTONIO ISD,30,Texans Can Academy at Highlands HS,15907,BEXAR,BEXAR,
82,SAN ANTONIO ISD,105,BASKIN EL,15907,BEXAR,BEXAR,62.48
82,SAN ANTONIO ISD,23,YOUNG WOMEN'S LEADERSHIP ACADEMY,15907,BEXAR,BEXAR,27.62
82,SAN ANTONIO ISD,174,WILSON EL,15907,BEXAR,BEXAR,64.66
82,SAN ANTONIO ISD,124,MURIEL FORBES EL,15907,BEXAR,BEXAR,73.18
82,SAN ANTONIO ISD,165,SMITH EL,15907,BEXAR,BEXAR,76.05
82,SAN ANTONIO ISD,142,M L KING ACADEMY,15907,BEXAR,BEXAR,71.39
82,SAN ANTONIO ISD,180,GONZALES ACHIEVEMENT CTR.,15907,BEXAR,BEXAR,84.21
82,SAN ANTONIO ISD,160,RIVERSIDE PARK EL,15907,BEXAR,BEXAR,78.24
449,SCHERTZ-CIBOLO-U CITY ISD,2,ALLISON STEELE ENHANCED LRNG CTR,94902,GUADALUPE,GUADALUPE,34.29
449,SCHERTZ-CIBOLO-U CITY ISD,42,DOBIE J H,94902,GUADALUPE,GUADALUPE,12.14
449,SCHERTZ-CIBOLO-U CITY ISD,112,GREEN VALLEY ELEMENTARY,94902,GUADALUPE,GUADALUPE,21.91
449,SCHERTZ-CIBOLO-U CITY ISD,108,LAURA INGALLS WILDER INT,94902,GUADALUPE,GUADALUPE,28.82
449,SCHERTZ-CIBOLO-U CITY ISD,101,WIEDERSTEIN EL,94902,GUADALUPE,GUADALUPE,19.65
449,SCHERTZ-CIBOLO-U CITY ISD,110,WATTS EL,94902,GUADALUPE,GUADALUPE,20.62
449,SCHERTZ-CIBOLO-U CITY ISD,115,CIBOLO VALLEY EL,94902,GUADALUPE,GUADALUPE,15.25
449,SCHERTZ-CIBOLO-U CITY ISD,109,BARBARA JORDAN INT,94902,GUADALUPE,GUADALUPE,13.39
449,SCHERTZ-CIBOLO-U CITY ISD,111,NORMA J PASCHAL ELEMENTARY,94902,GUADALUPE,GUADALUPE,13.07
449,SCHERTZ-CIBOLO-U CITY ISD,102,ROSE GARDEN EL,94902,GUADALUPE,GUADALUPE,38.64
449,SCHERTZ-CIBOLO-U CITY ISD,114,ELAINE S. SCHLATHER INTERMEDIATE SCHOOL,94902,GUADALUPE,GUADALUPE,13.38
449,SCHERTZ-CIBOLO-U CITY ISD,1,SAMUEL CLEMENS H S,94902,GUADALUPE,GUADALUPE,13.38
449,SCHERTZ-CIBOLO-U CITY ISD,3,BYRON P. STEELE II HIGH SCHOOL,94902,GUADALUPE,GUADALUPE,9.85
449,SCHERTZ-CIBOLO-U CITY ISD,41,RAY D CORBETT J H,94902,GUADALUPE,GUADALUPE,21.78
449,SCHERTZ-CIBOLO-U CITY ISD,113,JOHN A. SIPPEL ELEMENTARY SCHOOL,94902,GUADALUPE,GUADALUPE,16.05
449,SCHERTZ-CIBOLO-U CITY ISD,103,SCHERTZ EL,94902,GUADALUPE,GUADALUPE,38.92
84,SOMERSET ISD,41,SOMERSET JUNIOR HIGH,15909,BEXAR,BEXAR,53.62
84,SOMERSET ISD,101,SOMERSET ELEMENTARY,15909,BEXAR,BEXAR,48.51
84,SOMERSET ISD,103,SOMERSET EARLY CHILDHOOD ELEMENTARY,15909,BEXAR,BEXAR,83.03
84,SOMERSET ISD,1,SOMERSET HIGH SCHOOL,15909,BEXAR,BEXAR,40.25
84,SOMERSET ISD,104,SGT MICHAEL P BARRERA VETERANS EL,15909,BEXAR,BEXAR,57.83
84,SOMERSET ISD,6,EARLY COLLEGE LEADERSHIP ACADEMY (ECLA),15909,BEXAR,BEXAR,40
84,SOMERSET ISD,105,SAVANNAH HEIGHTS INTER,15909,BEXAR,BEXAR,48.25
83,SOUTH SAN ANTONIO ISD,42,ALAN B SHEPARD MIDDLE,15908,BEXAR,BEXAR,67.03
83,SOUTH SAN ANTONIO ISD,104,HUTCHINS EL,15908,BEXAR,BEXAR,61.61
83,SOUTH SAN ANTONIO ISD,108,FRANK MADLA ELEMENTARY,15908,BEXAR,BEXAR,74.61
83,SOUTH SAN ANTONIO ISD,44,ROBERT C ZAMORA MIDDLE SCHOOL,15908,BEXAR,BEXAR,56.74
83,SOUTH SAN ANTONIO ISD,107,PRICE EL,15908,BEXAR,BEXAR,75.09
83,SOUTH SAN ANTONIO ISD,112,MIGUEL CARRILLO JR EL,15908,BEXAR,BEXAR,77.66
83,SOUTH SAN ANTONIO ISD,113,ROY BENAVIDEZ ELEMENTARY,15908,BEXAR,BEXAR,65.73
83,SOUTH SAN ANTONIO ISD,1,SOUTH SAN ANTONIO H S,15908,BEXAR,BEXAR,51.72
83,SOUTH SAN ANTONIO ISD,106,PALO ALTO EL,15908,BEXAR,BEXAR,72.43
83,SOUTH SAN ANTONIO ISD,110,NEIL ARMSTRONG EL,15908,BEXAR,BEXAR,75.18
83,SOUTH SAN ANTONIO ISD,105,KINDRED EL,15908,BEXAR,BEXAR,77.59
83,SOUTH SAN ANTONIO ISD,41,DWIGHT MIDDLE,15908,BEXAR,BEXAR,71.29
83,SOUTH SAN ANTONIO ISD,109,FIVE PALMS ELEMENTARY,15908,BEXAR,BEXAR,77.62
92,SOUTHSIDE ISD,43,LOSOYA MIDDLE SCHOOL,15917,BEXAR,BEXAR,64.56
92,SOUTHSIDE ISD,107,COLONEL MENCHACA EARLY CHILDHOOD CENTER,15917,BEXAR,BEXAR,0
92,SOUTHSIDE ISD,104,SOUTHSIDE HERITAGE ELEMENTARY,15917,BEXAR,BEXAR,70.88
92,SOUTHSIDE ISD,41,Julius L Matthey Middle School,15917,BEXAR,BEXAR,54.61
92,SOUTHSIDE ISD,1,SOUTHSIDE H S,15917,BEXAR,BEXAR,43.87
92,SOUTHSIDE ISD,105,FREEDOM ELEMENTARY,15917,BEXAR,BEXAR,63.04
92,SOUTHSIDE ISD,102,W M PEARCE PRI,15917,BEXAR,BEXAR,63.06
92,SOUTHSIDE ISD,106,JULIAN C. GALLARDO ELEMENTARY,15917,BEXAR,BEXAR,69.55
87,SOUTHWEST ISD,41,RONALD E MCNAIR MIDDLE SCHOOL,15912,BEXAR,BEXAR,53.43
87,SOUTHWEST ISD,102,SUN VALLEY EL,15912,BEXAR,BEXAR,55.38
87,SOUTHWEST ISD,106,HIDDEN COVE EL,15912,BEXAR,BEXAR,79.62
87,SOUTHWEST ISD,42,SHARON CHRISTA MCAULIFFE MIDDLE SCHOOL,15912,BEXAR,BEXAR,72.3
87,SOUTHWEST ISD,108,ELM CREEK EL,15912,BEXAR,BEXAR,60.8
87,SOUTHWEST ISD,105,SKY HARBOUR EL,15912,BEXAR,BEXAR,69.78
87,SOUTHWEST ISD,101,SOUTHWEST EL,15912,BEXAR,BEXAR,51.48
87,SOUTHWEST ISD,44,FRANCIS R SCOBEE MIDDLE SCHOOL,15912,BEXAR,BEXAR,45.99
87,SOUTHWEST ISD,1,SOUTHWEST H S,15912,BEXAR,BEXAR,43.22
87,SOUTHWEST ISD,109,KRIEWALD RD EL,15912,BEXAR,BEXAR,54.87
87,SOUTHWEST ISD,104,BOB HOPE EL,15912,BEXAR,BEXAR,59.95
87,SOUTHWEST ISD,5,SOUTHWEST LEGACY H S,15912,BEXAR,BEXAR,61.08
87,SOUTHWEST ISD,45,JUDITH A RESNIK MIDDLE,15912,BEXAR,BEXAR,62.47
87,SOUTHWEST ISD,110,SPICEWOOD PARK ELEMENTARHY,15912,BEXAR,BEXAR,75.52
87,SOUTHWEST ISD,6,CAST STEM HIGH SCHOOL,15912,BEXAR,BEXAR,
87,SOUTHWEST ISD,103,INDIAN CREEK EL,15912,BEXAR,BEXAR,78.05
87,SOUTHWEST ISD,111,MEDIO CREEK ELEMENTARY,15912,BEXAR,BEXAR,69.09
87,SOUTHWEST ISD,107,BIG COUNTRY EL,15912,BEXAR,BEXAR,47.81